2,2,1,4,2,1,4,2,4,4,2,3,4,1,2,4,1,2,3,1,3,3,2,4,3,4,3,4,2,4,2,3,4,1,2,1,3,4,3,2,3,4,2,3,4,3,4,4,4,1,2,3,3,4,3,1.890934
4,3,3,1,4,2,1,4,2,3,3,4,4,1,3,4,1,4,3,2,3,4,2,2,3,2,3,2,4,4,1,3,4,4,4,4,3,2,4,2,2,2,4,4,3,3,2,2,1,1,1,3,3,3,3,1.222441
4,4,3,2,4,3,2,2,1,2,4,3,2,3,3,2,1,3,3,2,4,2,3,2,4,3,4,1,3,4,3,3,3,4,1,4,2,2,3,2,2,3,2,3,1,3,1,3,2,4,3,4,4,4,3,1.577787
1,4,4,4,2,1,1,3,3,4,1,2,1,1,2,3,2,4,2,4,3,4,2,4,4,4,1,4,2,3,4,2,4,3,3,4,3,3,4,4,2,1,4,3,4,3,4,1,1,3,3,3,1,2,3,1.498447
2,2,2,2,3,1,2,3,3,2,2,2,3,1,3,4,4,1,2,1,2,1,3,1,3,2,2,4,1,4,3,3,3,3,2,2,1,4,1,1,4,4,2,4,3,1,1,1,3,3,1,3,2,2,3,2.067796
2,2,4,4,3,2,2,3,3,1,1,1,1,3,3,4,2,1,3,2,3,1,3,2,4,2,3,3,4,4,1,3,1,2,4,2,3,3,2,2,2,4,4,4,1,4,1,3,2,4,3,4,2,2,3,1.508490
3,2,2,2,4,2,1,3,3,2,2,3,1,4,3,4,3,3,4,3,3,4,1,4,3,3,1,2,2,1,4,4,3,1,3,4,3,3,4,3,4,2,1,4,3,4,1,2,3,1,1,2,1,4,3,1.720024
4,1,1,1,1,1,2,3,3,3,1,2,1,4,1,3,3,2,3,1,1,3,4,2,1,2,3,2,2,1,3,3,1,3,1,2,2,3,2,1,1,4,3,1,2,4,1,2,1,4,4,3,2,4,3,1.354373
4,4,4,3,2,3,3,4,1,2,4,4,2,4,3,2,4,4,4,2,1,2,1,2,1,3,3,2,3,3,4,4,4,3,3,1,3,4,4,3,3,2,1,4,1,3,1,1,2,4,4,1,2,3,3,1.381404
4,1,1,4,3,4,3,1,4,4,4,2,4,1,4,3,3,4,1,4,2,3,1,1,3,4,4,4,3,2,3,3,4,3,4,2,1,4,1,4,3,2,3,1,2,1,1,1,4,4,4,3,4,4,3,1.370361
2,3,4,1,1,2,2,4,4,2,2,1,2,3,2,3,3,3,1,3,4,2,2,2,4,3,3,4,2,2,4,3,4,4,1,2,3,2,2,2,3,2,4,3,4,1,1,3,2,2,4,4,4,3,3,1.648076
1,2,3,2,3,2,4,2,1,3,2,3,4,3,2,1,3,1,1,3,4,1,2,2,4,3,4,3,2,2,4,3,2,3,2,3,2,1,3,3,2,1,1,4,4,4,3,4,3,2,4,2,1,2,3,1.515577
4,4,3,2,3,4,3,3,4,2,3,1,3,2,3,3,1,1,1,4,4,3,3,1,3,2,1,4,2,4,4,1,3,1,1,3,3,3,4,4,3,3,4,2,4,1,1,3,1,4,2,1,2,4,3,1.399727
4,1,4,2,3,3,1,1,4,3,4,1,4,3,2,3,1,3,2,3,1,1,4,3,4,3,1,2,3,1,1,4,3,1,2,3,4,1,4,3,2,2,1,1,3,3,3,4,2,3,1,4,4,1,3,1.336683
3,4,3,3,4,1,3,4,3,3,2,2,1,1,1,2,1,4,3,1,1,1,4,2,2,2,3,1,1,4,1,2,4,3,1,1,2,2,4,4,1,2,4,3,3,4,2,2,3,3,4,3,4,2,3,1.219449
1,4,3,3,3,3,1,1,2,4,3,3,1,4,2,3,1,3,4,1,1,4,2,1,1,1,1,3,1,4,4,4,3,1,4,2,4,1,4,3,2,2,3,2,4,4,3,2,1,1,1,3,2,4,3,1.092708
1,3,1,2,1,3,4,4,1,2,4,4,2,1,1,1,1,1,4,1,3,2,2,3,2,3,1,1,3,3,3,3,1,4,2,2,1,3,2,1,1,2,3,4,4,2,4,3,4,1,3,3,2,1,3,1.406291
1,1,3,3,3,4,2,1,2,3,1,1,1,2,2,3,2,2,2,1,3,4,4,1,4,3,1,1,4,4,1,3,3,1,4,4,3,2,3,3,1,4,4,3,4,4,4,4,1,3,4,1,2,4,3,1.382846
3,3,1,3,1,3,3,1,3,2,4,2,1,4,1,4,4,2,3,1,2,4,2,2,4,3,1,1,2,3,3,3,4,4,3,2,1,1,2,1,4,2,3,4,1,2,1,1,4,4,3,4,4,1,3,1.191811
1,1,2,1,2,1,1,3,2,2,2,2,3,2,3,4,1,2,1,2,2,1,1,1,3,2,2,4,1,4,1,3,1,1,4,1,4,4,2,4,4,1,1,1,1,4,2,1,3,4,3,1,1,2,3,1.929861
4,4,1,1,1,1,3,3,3,4,4,1,4,4,1,1,3,3,4,3,2,3,3,1,4,1,1,3,3,1,1,2,4,1,2,2,4,2,3,1,1,2,1,3,3,2,4,3,2,2,1,4,2,4,3,1.141144
4,1,3,1,1,3,2,3,3,4,3,1,2,1,1,3,4,2,3,4,3,2,1,4,4,1,2,3,3,3,4,3,4,3,4,4,2,2,4,1,1,4,4,2,3,3,2,1,2,2,1,2,1,1,3,1.129861
1,4,4,2,3,4,1,4,3,2,4,4,3,1,4,3,2,2,4,4,1,1,2,3,1,2,3,1,3,3,2,1,2,3,3,2,4,2,1,2,3,2,2,1,2,3,2,1,2,2,1,2,1,1,3,1.371657
4,2,1,2,3,4,1,1,3,4,2,1,4,4,4,3,3,2,4,1,1,1,3,1,4,4,3,4,3,4,4,2,2,1,2,4,2,2,2,2,4,4,3,2,3,3,4,4,2,3,2,4,2,1,3,1.389924
4,4,2,3,4,4,1,3,2,2,1,2,1,1,2,4,4,2,1,2,2,4,1,1,4,3,4,4,2,2,1,1,4,3,2,1,1,1,2,2,4,2,4,3,3,4,1,1,2,2,3,3,2,1,3,1.603238
3,4,4,4,4,4,4,1,3,1,2,2,1,2,4,2,2,1,4,2,1,2,2,2,4,2,2,2,1,1,4,1,3,3,3,3,1,2,1,3,3,4,4,3,2,1,3,4,3,1,3,4,3,1,3,1.458827
2,3,4,4,4,1,4,1,4,2,3,4,4,2,4,4,2,2,1,1,1,4,2,2,2,2,4,3,4,1,4,3,3,1,4,1,4,2,4,4,2,4,3,1,4,2,1,4,2,4,4,2,2,1,3,1.381380
2,4,3,1,3,1,4,1,2,2,2,4,3,4,2,2,4,2,2,1,3,1,1,1,4,4,4,4,4,1,4,2,4,4,1,4,1,4,4,3,4,3,3,3,1,2,1,3,4,1,4,3,1,4,3,1.663008
1,3,4,4,3,4,3,3,4,4,3,4,1,3,3,2,4,4,2,4,4,3,4,2,1,2,3,3,4,2,4,4,1,2,3,3,1,3,1,1,4,3,3,1,2,3,2,2,2,3,2,4,3,1,3,1.069946
1,2,4,4,3,3,1,3,2,3,2,4,1,4,4,4,3,4,2,3,3,2,2,4,3,4,1,4,4,4,3,3,4,3,1,3,4,4,3,4,2,1,4,2,2,1,2,4,3,1,1,1,3,2,3,1.478182
4,3,3,2,3,4,1,3,1,4,4,3,3,1,4,4,1,1,4,4,2,3,2,2,2,3,1,1,1,3,2,2,2,2,2,2,3,3,1,2,4,4,1,2,2,1,4,4,2,3,1,1,4,2,3,0.971950
1,3,3,4,1,4,3,4,2,2,4,3,2,4,2,3,2,4,4,3,2,2,4,3,2,4,4,4,1,3,3,2,3,1,2,2,2,3,2,2,1,4,2,2,1,1,3,3,1,3,1,2,2,3,3,1.154423
2,4,3,1,3,1,4,3,3,3,4,2,2,1,3,1,4,3,1,4,1,2,4,2,2,3,1,1,2,4,2,1,3,3,2,2,1,4,3,4,3,2,3,3,2,1,2,2,1,4,1,4,3,4,3,1.217060
